ID,cc_cons,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,loan_enq,emi_active,account_type,gender,age,Income,Emp_Tenure_Years,Tenure_with_Bank,region_code,NetBanking_Flag,Avg_days_between_transaction,total_spend_credit_cc,total_spend_debit_cc,total_count_credit_trans,total_count_debit_trans,total_investment,total_sum_debited_amount,total_sum_credited_amount,total_count_debited_counts,total_count_credited_counts,total_max_credited_amount
15297,,249000,1,1,1.0,1,Y,25035.67,current,F,83.0,MEDIUM,37.349999999999994,5,5,614,0,28674.78,18514.0,120.0,123.0,293009.8,76386.66,136924.66,98.0,14.0,61699.630000000005
17006,,44000,1,1,1.0,1,Y,2193.41,saving,M,33.0,MEDIUM,5.2,6,6,503,1,7592.2300000000005,28864.52,14.0,7.0,263202.39,160186.95,219772.34000000003,73.0,27.0,123200.0
17499,,68000,1,1,1.0,1,Y,11639.5,current,M,29.0,MEDIUM,9.0,10,10,464,1,18052.91,4355.3,103.0,41.0,281576.5,244889.16999999998,169619.83,95.0,29.0,120224.0
15495,,564000,1,1,1.0,1,Y,8878.73,saving,M,25.0,MEDIUM,4.0,9,9,802,0,87611.20000000001,24176.72,34.0,33.0,303463.9,247999.38,174315.36,44.0,21.0,61527.0
56,,579000,1,1,1.0,1,Y,8846.29,current,M,40.0,MEDIUM,16.0,3,3,966,1,15795.44,18492.6,60.0,96.0,127613.96,92348.42,254953.72999999998,121.0,83.0,121370.0
10951,,143000,1,1,1.0,1,Y,25872.58,current,M,69.0,MEDIUM,37.349999999999994,1,1,743,1,32941.735,9639.14,116.0,51.0,73176.0,447164.94625000004,64817.39,190.0,6.0,314811.125
17807,,505000,1,1,1.0,1,Y,5642.53,current,M,35.0,MEDIUM,9.0,2,2,708,1,17920.800000000003,38110.9,151.0,57.0,189790.1,277870.68,196379.28,62.0,96.0,254206.41
12327,,124000,1,1,1.0,1,Y,597.88,current,M,33.0,MEDIUM,1.3,1,1,296,1,29985.13,11303.02,193.0,129.0,70485.07,149666.19,188742.0,66.0,76.0,105867.0
13227,,576000,1,1,1.0,1,Y,2844.1,current,M,60.0,MEDIUM,28.0,8,8,486,0,19192.23,12664.86,14.0,66.0,513273.0,164874.32,163978.49,25.0,47.0,172676.0
10921,,301000,1,1,1.0,1,Y,1210.4,current,M,51.0,LOW,9.3,10,10,683,1,34882.97,16614.84,96.0,11.0,311051.15,400957.24000000005,102165.86,53.0,38.0,214445.0
1100,,100000,1,1,1.0,1,Y,18502.92,current,M,32.0,MEDIUM,3.6,4,4,805,1,23617.640000000003,30202.0,90.0,52.0,446550.0,194389.8,510021.06500000006,118.0,122.5,84876.0
14949,,340000,1,1,1.0,1,Y,7378.62,current,M,35.0,LOW,12.0,2,2,371,0,25078.239999999998,29724.57,126.0,20.0,257020.85,160189.18,510021.06500000006,77.0,54.0,138544.65
19898,,477000,1,1,1.0,1,Y,188.65,saving,M,40.0,MEDIUM,12.0,2,2,683,0,50927.18,10014.0,126.0,19.0,206105.91,66123.39,247773.25,164.0,13.0,66287.0
16164,,49999,1,1,1.0,1,Y,3281.79,current,M,50.0,LOW,24.0,5,5,628,1,100310.19,25138.86,112.0,12.0,36172.65,190795.72,67137.0,171.0,20.0,119610.0
373,,124000,1,1,1.0,1,Y,16599.56,current,M,32.0,MEDIUM,8.4,1,1,966,1,24066.97,21154.8,252.5,53.0,316559.18,122900.82,183128.0,21.0,15.0,81715.0
9027,,272000,1,1,1.0,1,Y,1215.0,current,M,34.0,LOW,1.4000000000000001,10,10,698,1,2621.1400000000003,9479.52,71.0,145.0,142515.47999999998,129505.85,101228.0,73.0,70.0,314811.125
834,,579000,1,1,1.0,1,Y,3605.48,current,M,66.0,MEDIUM,18.400000000000002,8,8,485,0,29141.77,13630.32,121.0,18.0,201368.8,91103.22,70925.0,71.0,25.0,252481.93
14367,,19000,1,1,1.0,1,Y,15169.16,current,M,47.0,MEDIUM,21.6,2,2,685,1,48391.255,5556.68,99.0,96.0,1254543.3399999999,150473.51,224767.16999999998,68.0,41.0,92214.0
19278,,461000,1,1,1.0,1,Y,1283.45,saving,M,58.0,LOW,15.200000000000001,5,5,809,0,55311.06,6157.74,85.0,99.0,417556.87,116341.84,510021.06500000006,83.0,56.0,96262.0
7936,,400000,1,1,1.0,1,Y,1283.11,current,F,40.0,MEDIUM,4.0,2,2,723,1,38419.384999999995,1433.0,122.0,53.0,41494.79,325063.5,179838.0,23.0,49.0,117794.48999999999
3026,,301000,1,1,1.0,1,Y,4675.41,current,M,40.0,MEDIUM,6.0,6,6,428,1,3966.92,6796.72,144.0,86.0,183689.0,176256.13,173326.0,74.0,6.0,188311.0
14112,,472000,1,1,1.0,1,Y,4730.46,saving,M,31.0,HIGH,8.8,9,9,683,1,25849.39,31684.0,20.0,33.0,215307.83000000002,286559.87,81807.88,26.0,25.0,114185.0
6450,,212500,1,1,1.0,1,Y,18743.68,current,M,37.0,MEDIUM,5.1000000000000005,2,2,615,1,46557.270000000004,2452.73,56.0,107.0,645472.48,192327.34999999998,510021.06500000006,187.0,40.0,43265.0
441,,302000,1,1,1.0,1,Y,3015.36,current,M,27.0,MEDIUM,2.8000000000000003,6,6,448,1,33028.049999999996,27559.5,119.0,32.0,820431.7,205918.92,420165.8,122.0,27.0,279256.0
7767,,403000,1,1,1.0,1,Y,5567.28,saving,M,50.0,LOW,27.0,9,9,370,1,59711.82,6284.62,64.0,20.0,1200282.2,376460.6,510021.06500000006,51.0,51.0,161178.0
16168,,581000,1,1,1.0,1,Y,3544.33,current,M,29.0,MEDIUM,0.9,10,10,656,1,45881.759999999995,16428.82,168.0,174.0,172881.9,391647.31000000006,125404.0,141.0,7.0,55075.0
1440,,324000,1,1,1.0,1,Y,16762.43,current,M,35.0,HIGH,7.5,10,10,814,1,42249.560000000005,25273.41,110.0,43.0,206449.65,121182.65,135879.0,130.0,90.0,107261.0
1282,,290000,1,1,1.0,1,Y,181.18,current,F,31.0,LOW,5.5,1,1,394,1,8678.78,25718.5,78.0,95.0,721809.9099999999,399791.19,189250.0,132.0,5.0,157919.0
10033,,518000,1,1,1.0,1,Y,3424.43,saving,M,53.0,MEDIUM,13.200000000000001,4,4,683,0,22454.68,9290.07,171.0,85.0,185990.45,187568.21,114704.79000000001,216.0,16.0,68017.0
8819,,147000,1,1,1.0,1,Y,2048.14,current,M,42.0,MEDIUM,8.8,1,1,863,1,9554.685,2469.76,150.0,100.0,103269.75,180131.02000000002,44958.0,70.0,6.0,104620.0
5963,,329000,1,1,1.0,1,Y,1099.22,saving,M,42.0,MEDIUM,11.0,1,1,259,1,44070.935,13152.0,59.0,135.0,91832.94007,141075.49,169095.03,82.0,12.0,47813.24
798,,461000,1,1,1.0,1,Y,10987.61,current,M,33.0,MEDIUM,7.800000000000001,8,8,771,1,84664.76000000001,8592.0,59.0,80.0,1231530.0,87505.68,322316.77,89.0,35.0,112553.0
4718,,272000,1,1,1.0,1,Y,4188.1,current,M,35.0,MEDIUM,1.5,1,1,269,0,51426.02,37013.89,181.0,18.0,82221.0,158175.78000000003,79168.25,89.0,51.0,51113.0
14497,,300000,1,1,1.0,1,Y,2437.0,current,M,69.0,MEDIUM,37.349999999999994,10,10,554,0,39054.89,50377.87,127.0,127.0,247403.56006,75696.25,154706.11,157.0,11.0,204026.0
9652,,423000,1,1,1.0,1,Y,1853.81,current,M,25.0,MEDIUM,3.0,3,3,748,1,12836.435,40766.69,63.0,46.0,114807.02,370212.27,129133.0,101.0,7.0,146362.84
9132,,483000,1,1,1.0,1,Y,3592.45,current,M,30.0,MEDIUM,1.0,5,5,353,1,10976.77,12033.050000000001,88.0,102.0,196460.0,204709.77000000002,98050.0,215.0,94.0,120789.19
4255,,190000,1,1,1.0,1,Y,4622.16,current,M,42.0,LOW,6.6000000000000005,10,10,801,1,28511.239999999998,9513.0,43.0,96.0,186905.18,188946.89,97771.0,187.0,95.0,111201.0
18162,,402000,1,1,1.0,1,Y,317.78,current,M,28.0,LOW,4.0,8,8,956,0,27458.2,20938.2,252.5,73.0,1254543.3399999999,150886.63,175699.75,175.0,53.0,273796.0
13810,,371000,1,1,1.0,1,Y,7655.67,current,M,36.0,MEDIUM,3.2,9,9,247,1,11507.99,29026.5,252.5,32.0,487828.9,309364.48,53392.770000000004,81.0,15.0,148334.0
16323,,11000,1,1,1.0,1,Y,940.3,saving,M,46.0,MEDIUM,15.600000000000001,9,9,911,0,85765.73,17239.0,136.0,89.0,672704.8,118471.47,330829.76,59.0,62.0,89357.0
19556,,190000,1,1,1.0,1,Y,2825.87,saving,M,28.0,LOW,0.8,5,5,748,1,87501.45,16108.06,55.0,82.0,443717.87,447164.94625000004,105991.0,146.0,122.5,61702.0
566,,378000,1,1,1.0,1,Y,932.1,current,M,28.0,MEDIUM,3.2,10,10,924,1,51162.65,5890.0,51.0,73.0,570849.35,123294.51000000001,364745.39,176.0,43.0,49585.0
16490,,191000,1,1,1.0,1,Y,1492.11,current,F,25.0,MEDIUM,3.0,4,4,882,1,109024.28999999998,23232.97,124.0,6.0,264310.88,141419.17,510021.06500000006,199.0,49.0,81188.0
15807,,337000,1,1,1.0,1,Y,6638.26,current,M,30.0,MEDIUM,8.0,8,8,921,1,58198.94,8235.6,99.0,46.0,575619.7,286151.88,93869.26999999999,184.0,41.0,97331.17
14560,,198000,1,1,1.0,1,Y,6141.61,saving,M,66.0,MEDIUM,4.6000000000000005,9,9,454,0,32822.909999999996,16152.0,161.0,39.0,101565.73999999999,193162.86000000002,280721.0,34.0,44.0,119446.0
12970,,381000,1,1,1.0,1,Y,24771.61,current,M,33.0,MEDIUM,10.4,10,10,805,0,34175.72,5507.46,19.0,30.0,222872.1,93327.09999999999,184669.2,97.0,61.0,171864.0
13554,,505000,1,1,1.0,1,Y,1210.39,current,M,33.0,MEDIUM,3.9000000000000004,5,5,799,1,31924.885,3920.0,195.0,127.0,209030.7,61536.53,178740.91,126.0,20.0,299008.0
9864,,272000,1,1,1.0,1,Y,963.72,current,M,38.0,MEDIUM,7.2,8,8,809,1,13883.96,25553.64,100.0,85.0,124113.25,279407.47,170394.5,197.0,7.0,314811.125
3399,,75000,1,1,1.0,1,Y,975.28,current,M,33.0,LOW,6.5,7,7,700,1,40908.92,19826.09,69.0,107.0,116890.3,59944.57000000001,173369.88,180.0,48.0,94607.0
17702,,50900,1,1,1.0,1,Y,731.3,current,M,27.0,MEDIUM,7.0,2,2,748,1,8161.31,20097.86,148.0,68.0,1138481.83,320859.08,242746.15,115.0,14.0,277018.0
6208,,100000,1,1,1.0,1,Y,10614.09,current,M,55.0,HIGH,28.0,4,4,583,1,33059.03,29683.79,102.0,121.0,1254543.3399999999,83658.62,252401.63,29.0,14.0,158037.0
7496,,199999,1,1,1.0,1,Y,4658.01,current,M,66.0,MEDIUM,37.349999999999994,7,7,366,0,12940.21,16569.8,41.0,56.0,172214.85,145108.77,70936.0,111.0,6.0,50117.0
2443,,199999,1,1,1.0,1,Y,162.5,current,M,67.0,MEDIUM,32.9,10,10,503,1,58945.3,4692.0,91.0,26.0,740322.0091,108522.06,153422.2,196.0,40.0,236844.0
14969,,326000,1,1,1.0,1,Y,3686.45,saving,F,55.0,MEDIUM,24.5,2,2,269,1,39893.785,27591.15,105.0,29.0,56172.0,120610.87,85212.93,36.0,50.0,43595.39
15416,,199999,1,1,1.0,1,Y,3448.84,current,M,25.0,MEDIUM,4.0,5,5,366,1,25666.085,13541.2,252.5,148.0,1254543.3399999999,227801.27000000002,165876.0,91.0,11.0,314811.125
18618,,378000,1,1,1.0,1,Y,378.56,current,M,33.0,MEDIUM,5.2,9,9,836,0,18914.260000000002,8890.24,39.0,60.0,289075.9,185043.34999999998,228205.37,153.0,20.0,167835.0
6392,,47000,1,1,1.0,1,Y,4222.16,current,M,30.0,MEDIUM,8.0,3,3,508,0,91700.26999999999,7883.45,44.0,92.0,831639.7,160561.62,216149.85,165.0,44.0,100965.0
19484,,381000,1,1,1.0,1,Y,3032.48,saving,M,30.0,MEDIUM,6.0,9,9,454,1,22956.65,11489.39,26.0,74.0,1254543.3399999999,447164.94625000004,342853.95,174.0,9.0,109993.69
2305,,124000,1,1,1.0,1,Y,1254.52,current,M,25.0,LOW,5.0,1,1,249,1,39802.240000000005,14772.88,25.0,37.0,255729.84999999998,139861.02000000002,101432.89,205.0,52.0,205777.0
13456,,467000,1,1,1.0,1,Y,518.98,current,F,58.0,MEDIUM,37.349999999999994,2,2,771,0,28169.095,3162.49,116.0,57.0,1169965.57,20432.879999999997,456880.0,127.0,117.0,140386.0
4569,,53000,1,1,1.0,1,Y,8467.11,saving,M,66.0,LOW,23.0,7,7,523,1,8398.41,10484.39,215.0,54.0,1254543.3399999999,336685.83999999997,246527.21000000002,48.0,7.0,144994.0
2318,,100000,1,1,1.0,1,Y,3426.58,current,M,46.0,LOW,13.0,3,3,269,0,53927.92,33956.68,252.5,107.0,104451.0,93496.84999999999,491489.0,99.0,13.0,78550.0
3406,,481000,1,1,1.0,1,Y,649.44,current,M,32.0,LOW,9.600000000000001,8,8,445,1,15293.820000000002,29637.83,85.0,105.0,125941.0,178857.34,488413.0,179.0,84.0,86569.39
16307,,102000,1,1,1.0,1,Y,750.74,current,M,47.0,LOW,10.8,3,3,537,0,38503.475000000006,45027.0,22.0,82.0,204150.56006,125584.79999999999,167832.55,111.0,85.0,123048.0
14333,,524000,1,1,1.0,1,Y,875.19,current,M,38.0,MEDIUM,5.4,5,5,743,1,28635.8,21490.0,86.0,130.0,279671.24,62154.19,152126.36000000002,186.0,11.0,93188.0
15242,,303000,1,1,1.0,1,Y,5231.56,current,M,46.0,MEDIUM,2.6,10,10,354,1,5627.16,7509.12,110.0,106.0,234406.74,120691.75,46126.0,117.0,40.0,46518.0
928,,100000,1,1,1.0,1,Y,882.47,current,M,31.0,MEDIUM,4.4,6,6,863,0,64152.38,14125.470000000001,252.5,174.0,41816.2,132683.86,118511.48999999999,229.0,12.0,314811.125
7814,,68000,1,1,1.0,1,Y,3763.37,current,M,34.0,MEDIUM,12.600000000000001,1,1,799,0,49834.94,14783.21,124.0,78.0,1071828.02,443166.05,413802.83,196.0,31.0,314811.125
5705,,518000,1,1,1.0,1,Y,2664.97,current,M,32.0,MEDIUM,7.2,10,10,299,1,43017.479999999996,44626.79,180.0,26.0,200897.15,181855.68,68962.0,230.0,50.0,122918.0
16573,,461000,1,1,1.0,1,Y,1251.59,current,M,34.0,MEDIUM,8.4,5,5,713,1,22317.89,7206.0,252.5,45.0,141614.0,447164.94625000004,207644.5,186.0,21.0,57241.0
8952,,525000,1,1,1.0,1,Y,1516.85,current,M,38.0,MEDIUM,16.2,6,6,623,1,42572.130000000005,17179.47,197.0,107.0,87352.86,228779.37,261159.25,149.0,99.0,72942.0
18290,,435000,1,1,1.0,1,Y,2193.41,saving,M,53.0,LOW,16.5,4,4,723,0,21490.27,19980.0,45.0,26.0,229212.8,230970.09,376093.20999999996,119.0,43.0,65805.0
14933,,129000,1,1,1.0,1,Y,922.51,current,M,34.0,MEDIUM,2.8000000000000003,8,8,882,0,12079.96,21354.99,74.0,25.0,737480.9199999999,243684.75,61926.5,137.0,50.0,48688.0
3499,,147000,1,1,1.0,1,Y,748.74,current,M,31.0,MEDIUM,8.8,2,2,538,1,33540.31,11417.82,72.0,65.0,369564.15,343539.85,98687.2,127.0,11.0,72626.0
12827,,302000,1,1,1.0,1,Y,52536.43,current,M,33.0,MEDIUM,5.2,4,4,516,1,53968.44,6702.33,252.5,94.0,285562.0,256147.93,97607.0,217.0,86.0,74206.0
9916,,293000,1,1,1.0,1,Y,6209.76,current,M,42.0,MEDIUM,22.0,6,6,614,0,30590.835000000003,4506.52,120.0,16.0,38797.7,149006.5,77790.23999999999,234.0,60.0,168635.16
9384,,138000,1,1,1.0,1,Y,5938.48,current,M,37.0,MEDIUM,17.0,1,1,799,1,40368.04,11786.01,122.0,44.0,220299.61,253662.11,349029.03,167.0,11.0,221191.0
7470,,98000,1,1,1.0,1,Y,13907.56,saving,F,83.0,MEDIUM,37.349999999999994,3,3,486,0,24741.265,52786.44875000001,108.0,41.0,55376.42,285631.02999999997,209023.47999999998,48.0,26.0,175685.0
4086,,164000,1,1,1.0,1,Y,1529.96,current,M,47.0,MEDIUM,8.1,1,1,710,1,29244.27,52786.44875000001,54.0,59.0,155968.56,172302.1,91228.0,137.0,28.0,172667.12
16768,,17000,1,1,1.0,1,Y,31.02,current,M,42.0,MEDIUM,4.4,9,9,511,1,7366.594999999999,8534.16,63.0,129.0,370887.33999999997,299694.11,57971.84,57.0,53.0,145261.0
13772,,400000,1,1,1.0,1,Y,1680.63,current,M,35.0,LOW,1.5,2,2,755,1,18759.43,13561.0,185.0,102.0,1203608.5,82511.11,224197.5,129.0,55.0,102600.0
5374,,173000,1,1,1.0,1,Y,2947.76,current,M,29.0,LOW,5.4,9,9,574,0,67821.67,18084.0,252.5,7.0,122332.70000000001,447164.94625000004,170185.0,24.0,14.0,148905.0
16297,,575000,1,1,1.0,1,Y,10245.86,current,M,30.0,MEDIUM,7.0,3,3,248,0,26560.1,2440.9700000000003,183.0,112.0,534613.96,52779.92,331408.70999999996,103.0,20.0,115269.0
9069,,140000,1,1,1.0,1,Y,665.17,current,M,62.0,MEDIUM,8.4,8,8,911,1,21819.71,7846.5,61.0,145.0,366340.72,139466.51,143318.88,163.0,87.0,62595.0
6970,,27000,1,1,1.0,1,Y,31318.49,current,M,55.0,MEDIUM,31.5,10,10,743,0,4312.96,29452.440000000002,87.0,30.0,177464.75,173060.49,151853.36,217.0,30.0,280944.0
6437,,267000,1,1,1.0,1,Y,866.93,current,M,62.0,MEDIUM,37.349999999999994,10,10,801,0,9682.28,12558.529999999999,103.0,116.0,254069.35,187435.18,220589.35,231.0,47.0,101508.0
13631,,199999,1,1,1.0,1,Y,1637.15,current,M,53.0,MEDIUM,33.0,10,10,628,1,70088.76,16970.18,86.0,7.0,328054.44,447164.94625000004,172711.35,26.0,16.0,75080.72
13217,,366000,1,1,1.0,1,Y,1650.39,current,M,42.0,MEDIUM,15.4,1,1,796,1,26494.730000000003,8780.0,93.0,20.0,201623.45,447164.94625000004,84145.0,251.0,14.0,70429.0
9103,,136000,1,1,1.0,1,Y,648.37,current,M,47.0,LOW,2.7,2,2,535,0,27041.84,17594.77,163.0,52.0,1254543.3399999999,179341.45,171056.79,144.0,15.0,53312.0
19695,,287000,1,1,1.0,1,Y,14282.37,current,M,29.0,MEDIUM,1.8,3,3,801,1,46191.58500000001,12922.65,99.0,55.0,310861.80000000005,182540.83000000002,41815.92,113.0,47.0,195205.0
16906,,565000,1,1,1.0,1,Y,793.69,saving,M,37.0,MEDIUM,17.0,1,1,683,1,22185.83,23961.239999999998,38.0,21.0,341335.85,138649.98,88599.0,35.0,12.0,215746.25
18495,,300000,1,1,1.0,1,Y,4764.99,current,M,53.0,HIGH,6.6000000000000005,9,9,922,1,11919.53,4688.33,42.0,148.0,185450.57,65908.75,329717.0,110.0,19.0,244345.0
7785,,410000,1,1,1.0,1,Y,7129.67,current,M,35.0,MEDIUM,12.0,6,6,710,0,25427.62,14764.470000000001,109.0,65.0,403226.74,64300.68000000001,188228.25,49.0,44.0,89357.33
13385,,293000,1,1,1.0,1,Y,13037.5,current,M,30.0,MEDIUM,10.0,5,5,464,1,85829.63,19187.91,47.0,48.0,97228.5,181334.9,118548.45,106.0,17.0,178515.0
18511,,67000,1,1,1.0,1,Y,3166.97,current,M,47.0,MEDIUM,24.3,4,4,686,0,32876.35,18209.0,114.0,127.0,115403.25,236963.53999999998,242587.0,109.0,30.0,101607.0
10036,,461000,1,1,1.0,1,Y,12610.21,current,M,37.0,LOW,15.3,8,8,928,0,30634.33,5347.33,74.0,10.0,1254543.3399999999,256274.21999999997,510021.06500000006,122.0,97.0,64092.0
962,,293000,1,1,1.0,1,Y,14675.72,current,M,53.0,MEDIUM,26.400000000000002,4,4,723,1,52131.53,25485.17,121.0,19.0,160924.3,93426.73999999999,174575.93,59.0,47.0,117680.0
15428,,359000,1,1,1.0,1,Y,1621.67,current,M,28.0,MEDIUM,5.6000000000000005,8,8,956,1,16214.7,10954.6,28.0,109.0,442443.45,91694.22,126861.53,185.0,85.0,84114.0
19723,,271000,1,1,1.0,1,Y,0.2,current,M,53.0,LOW,26.400000000000002,8,8,249,1,63774.97,7940.119999999999,109.0,88.0,163159.56006,283068.0,149700.41999999998,219.0,89.0,77760.0
19344,,218000,1,1,1.0,1,Y,3332.59,current,M,33.0,LOW,13.0,10,10,771,1,21999.35,42051.75,197.0,74.0,1201251.5,233503.85,323526.63,221.0,27.0,77492.0
11756,,84000,1,1,1.0,1,Y,23455.4,current,M,32.0,MEDIUM,1.2000000000000002,4,4,626,1,52835.55,15263.86,47.0,55.0,276110.5,114913.78,74333.0,120.0,106.0,46550.06
9284,,104000,1,1,1.0,1,Y,3348.67,current,F,35.0,MEDIUM,1.5,6,6,300,0,10693.279999999999,10949.0,55.0,20.0,582609.93006,447164.94625000004,510021.06500000006,80.0,111.0,236638.67
10728,,59000,1,1,1.0,1,Y,367.6,current,M,42.0,MEDIUM,22.0,3,3,760,1,66881.25,7146.6,72.0,121.0,1254543.3399999999,138286.55000000002,173443.98,174.0,50.0,129267.0
7640,,359000,1,1,1.0,1,Y,8608.2,current,F,34.0,LOW,5.6000000000000005,2,2,385,1,7728.74,5591.26,152.0,9.0,402256.2,96482.48000000001,467293.0,103.0,20.0,91450.0
19339,,599000,1,1,1.0,1,Y,2236.22,current,M,32.0,MEDIUM,4.800000000000001,8,8,538,1,33418.57,13773.93,112.0,127.0,153055.09000000003,232898.26,170397.0,143.0,44.0,178905.0
17619,,483000,1,1,1.0,1,Y,13740.99,saving,M,62.0,LOW,8.4,4,4,268,0,57975.57000000001,6753.0,8.0,75.0,495359.8,277736.47,212401.12,78.0,10.0,157638.0
12273,,381000,1,1,1.0,1,Y,9887.32,current,M,56.0,MEDIUM,32.4,8,8,523,1,19489.01,15816.69,103.0,51.0,1254543.3399999999,82371.91,110144.0,61.0,86.0,314811.125
11908,,462000,1,1,1.0,1,Y,4768.98,saving,M,34.0,MEDIUM,5.6000000000000005,7,7,588,0,22766.13,27143.0,44.0,27.0,25223.5,213883.85,69584.25,199.0,66.0,303997.39
824,,575000,1,1,1.0,1,Y,2670.77,current,M,29.0,HIGH,7.2,1,1,508,1,36567.7,52786.44875000001,73.0,34.0,56405.01,71409.61,416842.0,198.0,62.0,98739.12
19383,,393000,1,1,1.0,1,Y,6349.24,current,M,38.0,LOW,5.4,4,4,366,1,72884.34,11794.77,112.0,72.0,183425.65,136717.33000000002,77614.0,261.0,57.0,83171.0
8367,,152000,1,1,1.0,1,Y,5148.42,current,M,37.0,MEDIUM,5.1000000000000005,8,8,653,1,54104.875,52786.44875000001,189.0,37.0,1254543.3399999999,80123.13,510021.06500000006,62.0,41.0,50810.85
4259,,272000,1,1,1.0,1,Y,68.57,current,M,42.0,LOW,11.0,6,6,683,1,25128.53,9561.5,90.0,12.0,87687.01000000001,153636.68,163770.5,91.0,14.0,129459.0
13719,,49999,1,1,1.0,1,Y,4136.46,current,M,50.0,LOW,27.0,3,3,864,1,23063.769999999997,52786.44875000001,121.0,33.0,1254543.3399999999,99679.68,144689.49,185.0,21.0,133698.05
13517,,192000,1,1,1.0,1,Y,862.78,current,F,47.0,LOW,24.3,6,6,638,0,15825.18,25625.4,97.0,101.0,251967.4,170724.63,88954.0,145.0,57.0,106899.0
15578,,232000,1,1,1.0,1,Y,1636.88,current,M,31.0,MEDIUM,7.7,4,4,503,1,16657.670000000002,7863.51,98.0,21.0,398153.7,59222.19,199451.84,41.0,14.0,86245.0
13086,,290000,1,1,1.0,1,Y,14942.95,current,M,27.0,MEDIUM,2.8000000000000003,7,7,863,1,46219.43,52786.44875000001,143.0,27.0,205537.0,92471.62,59626.0,128.0,78.0,314811.125
5722,,599000,1,1,1.0,1,Y,17463.35,current,M,49.0,LOW,26.1,2,2,351,1,16712.0,8409.0,25.0,12.0,350631.8,169625.37,118965.0,119.0,69.0,123078.0
980,,199999,1,1,1.0,1,Y,7700.66,saving,M,47.0,LOW,21.6,3,3,269,0,28897.184999999998,9620.880000000001,13.0,90.0,314411.15,125042.76999999999,141032.52000000002,24.0,6.0,255302.0
15870,,147000,1,1,1.0,1,Y,7347.47,current,M,28.0,MEDIUM,2.4000000000000004,2,2,863,0,74583.03,22036.6,31.0,65.0,171914.0,168938.16,356274.55,44.0,111.0,160906.62
13179,,402000,1,1,1.0,1,Y,534.68,current,M,35.0,MEDIUM,6.0,5,5,860,0,109024.28999999998,22658.2,109.0,65.0,114573.85,75262.75,226402.57,197.0,24.0,161871.0
11210,,369000,1,1,1.0,1,Y,1557.69,current,M,33.0,LOW,7.800000000000001,7,7,638,0,39872.35,8556.300000000001,137.0,68.0,303981.0,120461.66999999998,133777.1,75.0,18.0,55957.0
11599,,750000,1,1,1.0,1,Y,296.11,saving,M,42.0,LOW,8.8,4,4,626,1,31810.88,11114.31,79.0,17.0,549636.41007,213840.59000000003,108698.87,76.0,77.0,105196.22
7801,,574000,1,1,1.0,1,Y,3119.4,current,M,46.0,LOW,15.600000000000001,6,6,618,1,14553.34,21260.420000000002,85.0,88.0,477961.83999999997,76219.78,231002.0,167.0,6.0,118749.68
176,,524000,1,1,1.0,1,Y,350.32,current,F,49.0,MEDIUM,20.3,7,7,448,0,43041.21,20469.59,119.0,58.0,1081130.2,255210.72,54277.0,142.0,20.0,142712.0
9106,,510000,1,1,1.0,1,Y,38585.55,current,M,83.0,MEDIUM,37.349999999999994,2,2,233,1,28101.230000000003,30372.0,142.0,45.0,72647.12012,102876.1,206389.79,82.0,41.0,314811.125
2383,,371000,1,1,1.0,1,Y,647.43,current,M,37.0,MEDIUM,10.200000000000001,7,7,233,1,22530.34,4516.06,154.0,21.0,68574.89,80018.93,385859.64999999997,164.0,38.0,92521.05
10401,,303000,1,1,1.0,1,Y,860.57,current,M,46.0,MEDIUM,26.0,7,7,867,1,44738.46,10115.42,17.0,39.0,288222.54000000004,200799.05,208585.0,213.0,8.0,113115.0
8565,,125000,1,1,1.0,1,Y,12427.7,current,M,47.0,MEDIUM,10.8,10,10,914,0,9499.61,22153.120000000003,132.0,67.0,349988.0,210052.45,134382.5,162.0,39.0,115358.6
473,,524000,1,1,1.0,1,Y,5806.8,saving,M,27.0,LOW,6.300000000000001,4,4,245,0,30236.76,2681.2,36.0,9.0,252879.2,62624.280000000006,219029.05,90.0,74.0,125424.0
19872,,27000,1,1,1.0,1,Y,1645.56,current,M,67.0,MEDIUM,37.349999999999994,8,8,805,1,16896.82,20519.42,30.0,4.0,289059.81977,102068.31,487909.25,89.0,86.0,27734.0
13930,,650000,1,1,1.0,1,Y,33874.7,current,M,46.0,MEDIUM,10.4,8,8,385,1,9125.2,17904.54,252.5,97.0,324293.1,184034.77,177627.0,113.0,23.0,57350.0
3742,,443000,1,1,1.0,1,Y,4329.03,current,M,29.0,HIGH,7.2,7,7,245,0,75339.38,8695.32,115.0,68.0,450653.2,167979.65,199733.25,99.0,102.0,235532.0
17223,,306000,1,1,1.0,1,Y,2392.58,saving,M,33.0,LOW,11.700000000000001,1,1,743,1,48262.94,4322.0,101.0,8.0,1113121.74,225196.83000000002,169423.0,68.0,24.0,184884.0
3075,,240000,1,1,1.0,1,Y,1814.39,current,M,37.0,MEDIUM,1.7000000000000002,8,8,858,0,22558.37,9041.0,103.0,36.0,118031.9,276205.72000000003,120367.5,175.0,84.0,160392.0
4190,,104000,1,1,1.0,1,Y,4823.54,saving,M,63.0,MEDIUM,25.8,7,7,355,1,46952.65,7210.0,81.0,55.0,187120.7,230182.49000000002,389126.2,199.0,78.0,171562.0
